IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.17.168.220,4,4,0.00,176.03,0.00
104.18.225.238,4,4,0.00,176.04,0.00
104.18.209.191,4,4,0.00,176.05,0.00
104.19.179.170,4,4,0.00,176.08,0.00
104.17.152.220,4,4,0.00,176.11,0.00
104.17.177.76,4,4,0.00,176.11,0.00
198.41.219.160,4,4,0.00,176.12,0.00
172.65.197.41,4,4,0.00,176.13,0.00
104.17.2.64,4,4,0.00,176.18,0.00
104.18.201.66,4,4,0.00,176.22,0.00
104.18.40.11,4,4,0.00,176.23,0.00
172.64.132.195,4,4,0.00,176.24,0.00
104.18.194.7,4,4,0.00,176.28,0.00
172.65.255.199,4,4,0.00,176.29,0.00
104.17.236.12,4,4,0.00,176.30,0.00
172.64.138.213,4,4,0.00,176.31,0.00
162.159.9.132,4,4,0.00,176.32,0.00
104.19.6.30,4,4,0.00,176.33,0.00
172.65.207.68,4,4,0.00,176.35,0.00
172.64.192.58,4,4,0.00,176.38,0.00
104.19.206.201,4,4,0.00,176.39,0.00
172.64.153.158,4,4,0.00,176.39,0.00
104.16.182.200,4,4,0.00,176.40,0.00
104.18.241.248,4,4,0.00,176.45,0.00
104.19.159.189,4,4,0.00,176.51,0.00
104.17.199.54,4,4,0.00,176.53,0.00
104.17.156.233,4,4,0.00,176.53,0.00
104.19.115.121,4,4,0.00,176.54,0.00
104.17.45.88,4,4,0.00,176.55,0.00
104.17.19.0,4,4,0.00,176.56,0.00
172.64.81.217,4,4,0.00,176.58,0.00
162.159.2.52,4,4,0.00,176.58,0.00
172.64.166.27,4,4,0.00,176.59,0.00
104.16.93.241,4,4,0.00,176.61,0.00
172.64.175.51,4,4,0.00,176.63,0.00
104.19.23.214,4,4,0.00,176.65,0.00
104.18.214.176,4,4,0.00,176.65,0.00
104.16.79.16,4,4,0.00,176.68,0.00
104.17.182.252,4,4,0.00,176.68,0.00
198.41.196.15,4,4,0.00,176.69,0.00
172.64.47.209,4,4,0.00,176.69,0.00
104.17.230.79,4,4,0.00,176.70,0.00
104.17.154.199,4,4,0.00,176.71,0.00
172.64.80.72,4,4,0.00,176.71,0.00
104.19.227.194,4,4,0.00,176.74,0.00
104.18.130.42,4,4,0.00,176.75,0.00
173.245.58.19,4,4,0.00,176.76,0.00
162.159.141.17,4,4,0.00,176.77,0.00
172.64.155.62,4,4,0.00,176.78,0.00
104.19.117.35,4,4,0.00,176.80,0.00
104.21.226.251,4,4,0.00,176.81,0.00
104.19.19.98,4,4,0.00,176.82,0.00
104.19.174.103,4,4,0.00,176.82,0.00
104.19.239.9,4,4,0.00,176.84,0.00
104.16.4.181,4,4,0.00,176.84,0.00
172.64.142.24,4,4,0.00,176.85,0.00
104.17.91.112,4,4,0.00,176.86,0.00
104.17.48.230,4,4,0.00,176.87,0.00
104.16.66.44,4,4,0.00,176.88,0.00
104.16.23.160,4,4,0.00,176.90,0.00
104.17.148.176,4,4,0.00,176.93,0.00
104.18.251.65,4,4,0.00,176.94,0.00
104.16.230.161,4,4,0.00,176.95,0.00
104.19.39.34,4,4,0.00,176.97,0.00
104.18.216.126,4,4,0.00,176.97,0.00
108.162.193.125,4,4,0.00,176.99,0.00
104.19.57.243,4,4,0.00,176.99,0.00
104.18.60.105,4,4,0.00,177.01,0.00
104.19.197.0,4,4,0.00,177.03,0.00
104.16.178.198,4,4,0.00,177.05,0.00
104.16.16.127,4,4,0.00,177.06,0.00
104.18.90.226,4,4,0.00,177.07,0.00
172.64.103.74,4,4,0.00,177.14,0.00
104.16.124.182,4,4,0.00,177.14,0.00
104.16.207.92,4,4,0.00,177.21,0.00
172.64.83.90,4,4,0.00,177.21,0.00
104.18.151.184,4,4,0.00,177.21,0.00
172.65.235.79,4,4,0.00,177.21,0.00
172.64.40.89,4,4,0.00,177.24,0.00
172.64.50.64,4,4,0.00,177.24,0.00
162.159.21.70,4,4,0.00,177.26,0.00
104.19.195.179,4,4,0.00,177.27,0.00
172.65.215.214,4,4,0.00,177.27,0.00
198.41.197.120,4,4,0.00,177.29,0.00
172.64.107.221,4,4,0.00,177.30,0.00
104.17.72.163,4,4,0.00,177.30,0.00
104.17.162.36,4,4,0.00,177.30,0.00
104.17.16.229,4,4,0.00,177.31,0.00
172.64.133.33,4,4,0.00,177.34,0.00
104.19.59.3,4,4,0.00,177.34,0.00
172.64.192.65,4,4,0.00,177.34,0.00
172.65.198.71,4,4,0.00,177.36,0.00
104.16.11.81,4,4,0.00,177.38,0.00
172.64.129.104,4,4,0.00,177.38,0.00
172.64.104.92,4,4,0.00,177.41,0.00
198.41.192.76,4,4,0.00,177.42,0.00
172.64.84.220,4,4,0.00,177.44,0.00
104.16.41.169,4,4,0.00,177.44,0.00
104.19.192.236,4,4,0.00,177.45,0.00
172.64.195.156,4,4,0.00,177.46,0.00
104.16.29.4,4,4,0.00,177.46,0.00
172.64.128.80,4,4,0.00,177.50,0.00
172.64.197.75,4,4,0.00,177.50,0.00
104.18.183.179,4,4,0.00,177.51,0.00
104.17.73.169,4,4,0.00,177.54,0.00
162.159.19.196,4,4,0.00,177.54,0.00
104.17.159.122,4,4,0.00,177.55,0.00
172.64.152.80,4,4,0.00,177.58,0.00
104.18.47.175,4,4,0.00,177.59,0.00
172.64.48.146,4,4,0.00,177.61,0.00
104.17.29.91,4,4,0.00,177.64,0.00
104.19.255.36,4,4,0.00,177.66,0.00
198.41.211.5,4,4,0.00,177.66,0.00
104.18.177.45,4,4,0.00,177.72,0.00
104.19.97.21,4,4,0.00,177.76,0.00
104.19.29.220,4,4,0.00,177.77,0.00
104.18.73.105,4,4,0.00,177.78,0.00
192.81.132.184,4,4,0.00,177.79,0.00
104.19.187.78,4,4,0.00,177.79,0.00
104.16.176.247,4,4,0.00,177.80,0.00
104.18.115.148,4,4,0.00,177.82,0.00
198.41.223.195,4,4,0.00,177.82,0.00
104.18.119.253,4,4,0.00,177.86,0.00
162.159.27.253,4,4,0.00,177.86,0.00
198.41.204.201,4,4,0.00,177.87,0.00
104.16.8.73,4,4,0.00,177.88,0.00
172.65.224.3,4,4,0.00,177.90,0.00
104.19.91.228,4,4,0.00,177.91,0.00
104.16.26.68,4,4,0.00,177.92,0.00
104.18.101.48,4,4,0.00,177.95,0.00
172.65.255.83,4,4,0.00,177.99,0.00
172.65.232.18,4,4,0.00,177.99,0.00
104.18.108.36,4,4,0.00,178.00,0.00
172.64.69.137,4,4,0.00,178.01,0.00
104.19.254.79,4,4,0.00,178.01,0.00
104.19.149.34,4,4,0.00,178.01,0.00
104.16.49.45,4,4,0.00,178.01,0.00
104.19.136.99,4,4,0.00,178.04,0.00
104.16.162.230,4,4,0.00,178.05,0.00
104.16.249.166,4,4,0.00,178.06,0.00
104.17.126.157,4,4,0.00,178.08,0.00
162.159.13.239,4,4,0.00,178.11,0.00
172.64.143.215,4,4,0.00,178.18,0.00
104.17.146.4,4,4,0.00,178.20,0.00
104.17.139.75,4,4,0.00,178.21,0.00
198.41.200.35,4,4,0.00,178.22,0.00
104.18.59.222,4,4,0.00,178.22,0.00
172.64.53.238,4,4,0.00,178.24,0.00
104.19.120.77,4,4,0.00,178.24,0.00
104.16.136.132,4,4,0.00,178.24,0.00
104.18.67.85,4,4,0.00,178.26,0.00
104.17.82.155,4,4,0.00,178.27,0.00
172.64.131.103,4,4,0.00,178.28,0.00
104.18.137.18,4,4,0.00,178.30,0.00
172.65.212.135,4,4,0.00,178.31,0.00
104.16.239.214,4,4,0.00,178.35,0.00
172.64.69.74,4,4,0.00,178.35,0.00
104.17.13.209,4,4,0.00,178.35,0.00
104.16.36.189,4,4,0.00,178.38,0.00
104.16.42.198,4,4,0.00,178.39,0.00
104.19.123.86,4,4,0.00,178.47,0.00
104.16.84.7,4,4,0.00,178.51,0.00
172.65.194.94,4,4,0.00,178.51,0.00
172.65.247.149,4,4,0.00,178.53,0.00
104.16.33.102,4,4,0.00,178.56,0.00
104.17.118.244,4,4,0.00,178.59,0.00
104.19.42.248,4,4,0.00,178.62,0.00
104.17.203.5,4,4,0.00,178.63,0.00
172.64.140.233,4,4,0.00,178.66,0.00
172.65.229.236,4,4,0.00,178.66,0.00
172.64.194.240,4,4,0.00,178.71,0.00
104.17.123.115,4,4,0.00,178.73,0.00
172.64.131.197,4,4,0.00,178.75,0.00
104.19.199.41,4,4,0.00,178.77,0.00
162.159.242.43,4,4,0.00,178.78,0.00
172.64.165.176,4,4,0.00,178.78,0.00
104.19.79.164,4,4,0.00,178.80,0.00
172.64.170.101,4,4,0.00,178.81,0.00
104.16.47.9,4,4,0.00,178.87,0.00
104.18.154.185,4,4,0.00,178.87,0.00
104.16.166.149,4,4,0.00,178.93,0.00
104.16.146.200,4,4,0.00,178.94,0.00
172.64.142.230,4,4,0.00,178.96,0.00
172.64.136.85,4,4,0.00,178.97,0.00
104.17.172.69,4,4,0.00,178.98,0.00
104.18.135.135,4,4,0.00,178.98,0.00
104.31.16.175,4,4,0.00,179.00,0.00
104.19.201.140,4,4,0.00,179.01,0.00
172.64.164.200,4,4,0.00,179.02,0.00
104.17.120.75,4,4,0.00,179.03,0.00
104.19.31.244,4,4,0.00,179.08,0.00
172.64.165.201,4,4,0.00,179.10,0.00
172.65.222.75,4,4,0.00,179.10,0.00
172.65.250.8,4,4,0.00,179.11,0.00
104.17.90.117,4,4,0.00,179.11,0.00
104.19.11.151,4,4,0.00,179.14,0.00
104.16.35.14,4,4,0.00,179.16,0.00
172.65.220.128,4,4,0.00,179.23,0.00
172.64.173.2,4,4,0.00,179.26,0.00
162.159.56.204,4,4,0.00,179.28,0.00
108.162.195.73,4,4,0.00,179.28,0.00
104.16.112.34,4,4,0.00,179.29,0.00
172.64.46.251,4,4,0.00,179.32,0.00
104.16.39.170,4,4,0.00,179.35,0.00
155.94.198.8,4,4,0.00,179.36,0.00
172.64.104.226,4,4,0.00,179.38,0.00
104.21.231.98,4,4,0.00,179.42,0.00
104.16.219.123,4,4,0.00,179.44,0.00
104.16.32.193,4,4,0.00,179.45,0.00
172.64.87.10,4,4,0.00,179.45,0.00
104.17.86.170,4,4,0.00,179.48,0.00
172.64.95.132,4,4,0.00,179.49,0.00
104.16.227.103,4,4,0.00,179.50,0.00
172.64.78.232,4,4,0.00,179.56,0.00
104.16.187.119,4,4,0.00,179.59,0.00
104.21.238.176,4,4,0.00,179.64,0.00
162.159.128.225,4,4,0.00,179.65,0.00
104.17.87.171,4,4,0.00,179.66,0.00
162.159.20.211,4,4,0.00,179.67,0.00
104.19.77.86,4,4,0.00,179.72,0.00
104.19.162.175,4,4,0.00,179.73,0.00
172.64.163.87,4,4,0.00,179.75,0.00
104.17.1.3,4,4,0.00,179.76,0.00
104.17.71.161,4,4,0.00,179.80,0.00
172.64.132.188,4,4,0.00,179.82,0.00
104.19.87.145,4,4,0.00,179.83,0.00
104.16.30.83,4,4,0.00,179.86,0.00
172.65.216.197,4,4,0.00,179.89,0.00
104.16.181.37,4,4,0.00,179.91,0.00
104.19.212.73,4,4,0.00,179.91,0.00
162.159.142.191,4,4,0.00,179.92,0.00
108.162.196.55,4,4,0.00,179.98,0.00
104.16.127.70,4,4,0.00,180.00,0.00
104.18.217.152,4,4,0.00,180.01,0.00
162.159.16.37,4,4,0.00,180.04,0.00
104.17.133.222,4,4,0.00,180.09,0.00
104.17.204.147,4,4,0.00,180.11,0.00
104.18.132.5,4,4,0.00,180.11,0.00
104.17.175.58,4,4,0.00,180.11,0.00
104.18.112.128,4,4,0.00,180.13,0.00
172.64.160.57,4,4,0.00,180.15,0.00
104.16.134.87,4,4,0.00,180.18,0.00
104.17.244.192,4,4,0.00,180.18,0.00
108.162.196.232,4,4,0.00,180.23,0.00
104.19.41.224,4,4,0.00,180.38,0.00
104.16.229.167,4,4,0.00,180.42,0.00
104.16.106.122,4,4,0.00,180.45,0.00
104.18.85.135,4,4,0.00,180.45,0.00
104.19.217.91,4,4,0.00,180.49,0.00
104.16.102.241,4,4,0.00,180.50,0.00
104.16.101.210,4,4,0.00,180.51,0.00
104.18.182.111,4,4,0.00,180.51,0.00
104.19.169.203,4,4,0.00,180.51,0.00
104.16.6.0,4,4,0.00,180.52,0.00
162.159.153.120,4,4,0.00,180.54,0.00
104.18.175.4,4,4,0.00,180.59,0.00
104.16.185.239,4,4,0.00,180.60,0.00
104.16.104.239,4,4,0.00,180.63,0.00
104.16.254.103,4,4,0.00,180.64,0.00
104.17.121.144,4,4,0.00,180.65,0.00
162.159.252.41,4,4,0.00,180.70,0.00
104.19.125.233,4,4,0.00,180.71,0.00
104.19.3.141,4,4,0.00,180.72,0.00
104.18.89.125,4,4,0.00,180.72,0.00
172.64.101.76,4,4,0.00,180.75,0.00
147.78.178.242,4,4,0.00,180.75,0.00
172.64.206.218,4,4,0.00,180.77,0.00
162.159.49.8,4,4,0.00,180.78,0.00
104.18.206.186,4,4,0.00,180.81,0.00
104.19.118.123,4,4,0.00,180.85,0.00
172.65.193.95,4,4,0.00,180.96,0.00
104.19.241.73,4,4,0.00,180.98,0.00
104.19.229.180,4,4,0.00,180.99,0.00
104.17.79.15,4,4,0.00,181.05,0.00
104.17.238.170,4,4,0.00,181.06,0.00
172.64.32.203,4,4,0.00,181.06,0.00
162.159.130.127,4,4,0.00,181.11,0.00
172.65.253.61,4,4,0.00,181.11,0.00
104.17.170.249,4,4,0.00,181.18,0.00
104.16.117.245,4,4,0.00,181.19,0.00
172.64.154.243,4,4,0.00,181.22,0.00
104.16.96.28,4,4,0.00,181.24,0.00
104.19.126.118,4,4,0.00,181.24,0.00
104.17.122.71,4,4,0.00,181.38,0.00
104.16.198.233,4,4,0.00,181.38,0.00
172.66.3.31,4,4,0.00,181.38,0.00
104.19.203.247,4,4,0.00,181.39,0.00
104.16.45.72,4,4,0.00,181.40,0.00
104.18.215.86,4,4,0.00,181.42,0.00
104.17.10.142,4,4,0.00,181.42,0.00
104.16.157.196,4,4,0.00,181.43,0.00
172.64.139.96,4,4,0.00,181.47,0.00
162.159.11.78,4,4,0.00,181.49,0.00
172.64.86.157,4,4,0.00,181.55,0.00
104.16.226.181,4,4,0.00,181.60,0.00
104.18.16.202,4,4,0.00,181.63,0.00
104.19.14.32,4,4,0.00,181.67,0.00
172.64.110.36,4,4,0.00,181.68,0.00
104.16.27.119,4,4,0.00,181.68,0.00
104.18.48.58,4,4,0.00,181.68,0.00
172.64.108.127,4,4,0.00,181.68,0.00
172.66.46.84,4,4,0.00,181.72,0.00
172.64.130.13,4,4,0.00,181.75,0.00
104.18.96.25,4,4,0.00,181.79,0.00
104.17.0.63,4,4,0.00,181.82,0.00
172.64.48.90,4,4,0.00,181.83,0.00
104.17.58.42,4,4,0.00,181.84,0.00
172.64.193.233,4,4,0.00,181.90,0.00
162.159.245.39,4,4,0.00,181.93,0.00
104.16.205.12,4,4,0.00,181.98,0.00
162.159.15.242,4,4,0.00,182.01,0.00
172.65.221.38,4,4,0.00,182.04,0.00
162.159.138.39,4,4,0.00,182.06,0.00
162.159.140.249,4,4,0.00,182.16,0.00
104.17.127.93,4,4,0.00,182.16,0.00
104.19.84.40,4,4,0.00,182.20,0.00
104.17.245.47,4,4,0.00,182.23,0.00
172.64.168.229,4,4,0.00,182.28,0.00
172.65.239.170,4,4,0.00,182.33,0.00
172.65.196.224,4,4,0.00,182.37,0.00
104.19.228.144,4,4,0.00,182.41,0.00
104.17.34.161,4,4,0.00,182.41,0.00
104.17.229.215,4,4,0.00,182.54,0.00
104.16.155.229,4,4,0.00,182.57,0.00
172.64.86.12,4,4,0.00,182.61,0.00
172.64.141.205,4,4,0.00,182.64,0.00
104.18.203.41,4,4,0.00,182.69,0.00
172.64.42.227,4,4,0.00,182.71,0.00
104.19.111.4,4,4,0.00,182.74,0.00
104.17.62.19,4,4,0.00,182.75,0.00
104.18.118.254,4,4,0.00,182.82,0.00
104.16.82.9,4,4,0.00,182.86,0.00
104.16.2.146,4,4,0.00,182.91,0.00
104.16.12.76,4,4,0.00,182.98,0.00
172.64.111.35,4,4,0.00,183.00,0.00
172.64.203.94,4,4,0.00,183.03,0.00
162.159.129.209,4,4,0.00,183.06,0.00
104.17.197.8,4,4,0.00,183.10,0.00
104.18.160.211,4,4,0.00,183.15,0.00
104.19.191.149,4,4,0.00,183.17,0.00
104.21.227.119,4,4,0.00,183.25,0.00
198.41.222.152,4,4,0.00,183.31,0.00
104.16.128.226,4,4,0.00,183.36,0.00
104.19.183.110,4,4,0.00,183.42,0.00
104.16.85.49,4,4,0.00,183.43,0.00
172.64.205.141,4,4,0.00,183.65,0.00
104.17.106.153,4,4,0.00,183.71,0.00
172.64.172.87,4,4,0.00,183.81,0.00
104.17.17.76,4,4,0.00,183.91,0.00
162.159.195.218,4,4,0.00,184.01,0.00
104.19.242.159,4,4,0.00,184.07,0.00
104.18.42.205,4,4,0.00,184.09,0.00
172.64.102.134,4,4,0.00,184.10,0.00
104.16.37.77,4,4,0.00,184.16,0.00
172.64.68.49,4,4,0.00,184.18,0.00
172.64.133.109,4,4,0.00,184.21,0.00
104.19.89.221,4,4,0.00,184.27,0.00
104.19.182.191,4,4,0.00,184.34,0.00
172.64.167.103,4,4,0.00,184.34,0.00
172.64.38.163,4,4,0.00,184.47,0.00
162.159.133.95,4,4,0.00,184.53,0.00
104.16.220.52,4,4,0.00,184.55,0.00
172.64.148.57,4,4,0.00,184.93,0.00
104.16.5.152,4,4,0.00,184.93,0.00
104.19.222.159,4,4,0.00,185.03,0.00
162.159.246.216,4,4,0.00,185.03,0.00
23.237.33.106,4,4,0.00,185.05,0.00
104.19.204.160,4,4,0.00,185.13,0.00
162.159.192.211,4,4,0.00,185.19,0.00
104.18.54.150,4,4,0.00,185.30,0.00
104.18.24.246,4,4,0.00,185.32,0.00
172.64.174.178,4,4,0.00,185.50,0.00
172.64.195.149,4,4,0.00,185.70,0.00
104.16.192.53,4,4,0.00,185.83,0.00
104.19.247.162,4,4,0.00,185.99,0.00
172.66.45.128,4,4,0.00,186.06,0.00
104.21.230.21,4,4,0.00,186.08,0.00
104.17.179.37,4,4,0.00,186.14,0.00
172.64.105.34,4,4,0.00,186.30,0.00
172.64.91.136,4,4,0.00,186.47,0.00
104.17.30.197,4,4,0.00,186.52,0.00
172.64.200.154,4,4,0.00,186.63,0.00
172.65.244.165,4,4,0.00,186.69,0.00
172.64.130.61,4,4,0.00,186.70,0.00
172.64.174.234,4,4,0.00,186.70,0.00
172.64.160.58,4,4,0.00,186.70,0.00
172.64.83.73,4,4,0.00,186.80,0.00
172.65.201.208,4,4,0.00,186.81,0.00
104.19.108.119,4,4,0.00,187.28,0.00
198.41.198.121,4,4,0.00,187.47,0.00
104.18.125.162,4,4,0.00,187.91,0.00
104.17.96.27,4,4,0.00,188.18,0.00
172.65.240.218,4,4,0.00,188.19,0.00
162.159.152.57,4,4,0.00,188.34,0.00
198.41.195.125,4,4,0.00,188.37,0.00
162.159.253.157,4,4,0.00,188.47,0.00
172.64.110.46,4,4,0.00,188.50,0.00
104.18.228.254,4,4,0.00,188.95,0.00
104.21.228.89,4,4,0.00,188.99,0.00
104.21.237.105,4,4,0.00,189.06,0.00
104.19.251.221,4,4,0.00,189.07,0.00
104.17.63.8,4,4,0.00,189.14,0.00
104.18.36.235,4,4,0.00,189.16,0.00
172.64.203.67,4,4,0.00,189.29,0.00
104.18.22.171,4,4,0.00,189.32,0.00
104.19.142.79,4,4,0.00,189.34,0.00
172.64.146.230,4,4,0.00,189.34,0.00
172.64.106.154,4,4,0.00,189.51,0.00
172.64.175.144,4,4,0.00,189.68,0.00
162.159.248.38,4,4,0.00,189.71,0.00
104.19.143.250,4,4,0.00,189.79,0.00
104.21.232.9,4,4,0.00,189.87,0.00
104.19.141.106,4,4,0.00,190.01,0.00
104.18.121.124,4,4,0.00,190.15,0.00
172.64.82.224,4,4,0.00,190.24,0.00
104.18.17.37,4,4,0.00,190.31,0.00
104.16.125.248,4,4,0.00,190.41,0.00
104.16.203.118,4,4,0.00,190.52,0.00
104.16.215.54,4,4,0.00,190.86,0.00
104.18.164.251,4,4,0.00,190.94,0.00
104.16.195.41,4,4,0.00,191.09,0.00
162.159.45.189,4,4,0.00,191.13,0.00
198.41.199.173,4,4,0.00,191.16,0.00
104.19.137.211,4,4,0.00,191.81,0.00
104.21.233.58,4,4,0.00,191.95,0.00
104.16.111.163,4,4,0.00,192.19,0.00
104.16.121.199,4,4,0.00,192.19,0.00
104.16.113.81,4,4,0.00,192.24,0.00
104.19.253.167,4,4,0.00,192.29,0.00
172.64.40.47,4,4,0.00,193.03,0.00
104.16.122.248,4,4,0.00,193.09,0.00
104.17.158.206,4,4,0.00,193.72,0.00
162.159.240.38,4,4,0.00,193.95,0.00
104.19.250.80,4,4,0.00,193.98,0.00
172.65.215.151,4,4,0.00,194.01,0.00
8.222.209.84,4,4,0.00,194.39,0.00
104.19.140.62,4,4,0.00,194.51,0.00
104.16.114.113,4,4,0.00,194.85,0.00
104.16.126.77,4,4,0.00,195.10,0.00
104.19.240.153,4,4,0.00,195.56,0.00
172.64.168.179,4,4,0.00,195.62,0.00
104.21.224.5,4,4,0.00,195.91,0.00
162.159.255.15,4,4,0.00,196.26,0.00
104.19.246.10,4,4,0.00,196.68,0.00
104.16.115.140,4,4,0.00,197.08,0.00
8.222.223.70,4,4,0.00,197.09,0.00
104.18.126.148,4,4,0.00,197.09,0.00
104.17.132.95,4,4,0.00,197.16,0.00
104.17.176.66,4,4,0.00,197.72,0.00
8.222.221.86,4,4,0.00,198.51,0.00
172.64.105.119,4,4,0.00,198.57,0.00
104.16.70.226,4,4,0.00,198.60,0.00
8.222.219.7,4,4,0.00,198.79,0.00
104.18.142.126,4,4,0.00,198.80,0.00
172.64.101.57,4,4,0.00,199.59,0.00
